Day_of_week,Age_band_of_driver,Sex_of_driver,Type_of_vehicle,Area_accident_oc cured,Lanes_or_Medians,Types_of_Junction,Road_surface_conditions,Light_conditions,Weather_conditions,Number_of_vehicles_involved,Number_of_casualties,Sex_of_casualty,Cause_of_accident,Accident_severity
Friday,18-30,Male,Lorry,Residential areas,Concrete barriers,No junction,Moist,Daylight,Normal,2,3,Male,Overtaking,Fatal injury
Friday,18-30,Male,Public,Industrial areas,Grass medians,No junction,Moist,Daylight,Normal,2,3,Female,Overloading,Fatal injury
Friday,Under 18,Male,Aeroplane,Highways,Grass medians,No junction,Moist,Daylight,Normal,2,3,Male,No distancing,Fatal injury
Friday,Under 18,Male,Train,Office areas,Grass medians,No junction,Moist,Daylight,Normal,2,3,Female,Overloading,Fatal injury
Monday,Over 51,Male,E-Bike,Highways,Concrete barriers,Y Shape,Moist,Daylight,Cloudy,1,1,Male,Overloading,Fatal injury
Thursday,Under 18,Male,E-Bike,Highways,Grass medians,Y Shape,Moist,Night,Cloudy,3,2,Male,No distancing,Fatal injury
Thursday,31-50,Male,Lorry,Highways,Concrete barriers,Y Shape,Moist,Night,Cloudy,3,2,Female,Overloading,Fatal injury
Thursday,Under 18,Male,Train,Highways,Double carriageway ,Y Shape,Moist,Night,Cloudy,3,2,Female,Overspeed,Fatal injury
Thursday,18-30,Male,Lorry,Office areas,Grass medians,Y Shape,Dry,Night,Cloudy,2,1,Male,Overspeed,Fatal injury
Thursday,18-30,Male,Public,Highways,Concrete barriers,Y Shape,Dry,Night,Cloudy,2,1,Female,Overloading,Fatal injury
Saturday,Under 18,Female,E-Bike,Highways,Speed breaker,Y Shape,Dry,Daylight,Cloudy,1,1,Female,Drunk driving,Fatal injury
Saturday,Under 18,Male,E-Bike,Highways,Concrete barriers,Y Shape,Snow,Night,Snow,2,1,Male,Overloading,Fatal injury
Saturday,Under 18,Male,E-Bike,Highways,Speed breaker,Y Shape,Snow,Night,Snow,2,1,Female,Moving Backward,Fatal injury
Tuesday,Under 18,Female,Cycle,Office areas,Grass medians,Y Shape,Dry,Daylight,Normal,2,1,Male,No distancing,Fatal injury
Tuesday,31-50,Male,Lorry,Office areas,One way,Y Shape,Dry,Daylight,Normal,2,1,Male,Drunk driving,Fatal injury
Thursday,Under 18,Male,Lorry,Highways,Speed breaker,Y Shape,Dry,Daylight,Cloudy,2,1,Male,Overspeed,Fatal injury
Thursday,31-50,Male,E-Bike,Office areas,Double carriageway ,Y Shape,Dry,Daylight,Cloudy,2,1,Male,Overloading,Fatal injury
Saturday,31-50,Male,Train,Office areas,Speed breaker,No junction,Dry,Night,Normal,3,1,Female,Drunk driving,Fatal injury
Saturday,Under 18,Male,Public,Office areas,Concrete barriers,No junction,Dry,Night,Normal,3,1,Female,Overtaking,Fatal injury
Saturday,Under 18,Male,Public,Office areas,One way,No junction,Dry,Night,Normal,3,1,Female,Overspeed,Fatal injury
Saturday,Under 18,Male,E-Bike,Residential areas,Grass medians,No junction,Dry,Night,Normal,3,1,Male,No distancing,Fatal injury
Wednesday,18-30,Male,Public,Residential areas,Speed breaker,No junction,Moist,Daylight,Raining,2,1,Male,Moving Backward,Fatal injury
Wednesday,18-30,Male,Public,Residential areas,Grass medians,No junction,Moist,Daylight,Raining,2,1,Male,Overspeed,Fatal injury
Tuesday,31-50,Male,Lorry,Office areas,Double carriageway ,O Shape,Snow,Night,Snow,1,1,Female,Moving Backward,Slight Injury
Friday,31-50,Male,E-Bike,Residential areas,Concrete barriers,No junction,Dry,Daylight,Normal,1,1,Female,Overloading,Serious Injury
Monday,18-30,Male,Lorry,Highways,Concrete barriers,No junction,Dry,Daylight,Normal,1,1,Female,No distancing,Slight Injury
Thursday,Over 51,Male,Cycle,Highways,Concrete barriers,No junction,Moist,Daylight,Raining,1,1,Male,Drunk driving,Slight Injury
Friday,31-50,Male,E-Bike,Highways,Concrete barriers,O Shape,Dry,Daylight,Normal,2,2,Male,Overloading,Slight Injury
Friday,31-50,Male,Train,Market areas,Double carriageway ,O Shape,Dry,Daylight,Normal,2,2,Female,Overspeed,Slight Injury
Friday,Under 18,Male,Cycle,Market areas,Double carriageway ,O Shape,Dry,Daylight,Normal,2,2,Female,Drunk driving,Slight Injury
Saturday,31-50,Male,Cycle,Market areas,Grass medians,No junction,Dry,Daylight,Raining,2,1,Female,Overloading,Slight Injury
Saturday,Under 18,Male,E-Bike,Residential areas,One way,No junction,Dry,Daylight,Raining,2,1,Male,Overloading,Slight Injury
Sunday,Over 51,Male,Train,Highways,Grass medians,No junction,Moist,Daylight,Raining,1,1,Female,Overspeed,Slight Injury
Wednesday,Under 18,Male,E-Bike,Office areas,Concrete barriers,Crossing,Dry,Daylight,Raining,1,1,Female,Overtaking,Slight Injury
Wednesday,18-30,Male,Aeroplane,Highways,Concrete barriers,Y Shape,Dry,Daylight,Raining,2,1,Male,Overspeed,Slight Injury
Wednesday,31-50,Male,Aeroplane,Market areas,Grass medians,Y Shape,Moist,Daylight,Raining,2,1,Female,Overspeed,Slight Injury
Thursday,31-50,Male,E-Bike,Highways,Double carriageway ,Y Shape,Moist,Daylight,Raining,1,1,Female,Overloading,Serious Injury
Thursday,31-50,Male,Lorry,Industrial areas,Concrete barriers,Y Shape,Moist,Night,Raining,1,1,Male,Overspeed,Slight Injury
Tuesday,31-50,Male,Lorry,Highways,Concrete barriers,O Shape,Moist,Night,Raining,2,1,Female,Drunk driving,Slight Injury
Tuesday,31-50,Male,Lorry,Office areas,Concrete barriers,O Shape,Moist,Night,Raining,2,1,Female,No distancing,Slight Injury
Saturday,18-30,Male,E-Bike,Highways,Concrete barriers,Y Shape,Moist,Night,Raining,2,1,Female,Overtaking,Serious Injury
Saturday,31-50,Male,E-Bike,Highways,Concrete barriers,Y Shape,Moist,Night,Normal,2,1,Female,Overspeed,Serious Injury
Wednesday,Under 18,Female,Public,Industrial areas,Grass medians,Y Shape,Moist,Daylight,Normal,1,1,Male,Moving Backward,Slight Injury
Monday,31-50,Male,Public,Highways,Speed breaker,Y Shape,Moist,Daylight,Cloudy,2,1,Male,Moving Backward,Serious Injury
Monday,18-30,Male,Lorry,Residential areas,Concrete barriers,Y Shape,Moist,Daylight,Cloudy,2,1,Female,No distancing,Serious Injury
Friday,Under 18,Male,Lorry,Office areas,Concrete barriers,Y Shape,Moist,Foggy,Normal,2,1,Male,Overloading,Slight Injury
Friday,31-50,Male,Public,Office areas,Double carriageway ,Y Shape,Moist,Foggy,Normal,2,1,Male,Overloading,Slight Injury
Sunday,Under 18,Male,Aeroplane,Market areas,One way,No junction,Moist,Night,Normal,1,1,Female,Moving Backward,Slight Injury
Wednesday,31-50,Male,Lorry,Industrial areas,Concrete barriers,Y Shape,Moist,Daylight,Cloudy,2,1,Female,Overspeed,Slight Injury
Wednesday,18-30,Male,E-Bike,Highways,Grass medians,Y Shape,Dry,Daylight,Cloudy,2,1,Female,Drunk driving,Slight Injury
Tuesday,Under 18,Male,Aeroplane,Office areas,Grass medians,No junction,Dry,Daylight,Cloudy,1,1,Male,No distancing,Serious Injury
Sunday,31-50,Male,Aeroplane,Office areas,Speed breaker,No junction,Moist,Night,Normal,2,2,Male,No distancing,Slight Injury
Sunday,18-30,Male,E-Bike,Residential areas,Concrete barriers,No junction,Moist,Night,Normal,2,2,Female,Overspeed,Slight Injury
Friday,Under 18,Female,E-Bike,Residential areas,Concrete barriers,Crossing,Dry,Night,Normal,3,1,Male,Drunk driving,Serious Injury
Friday,18-30,Male,Lorry,Market areas,Concrete barriers,Crossing,Dry,Night,Normal,3,1,Female,Overspeed,Serious Injury
Friday,31-50,Male,E-Bike,Highways,Concrete barriers,Crossing,Dry,Night,Normal,3,1,Male,Overspeed,Serious Injury
Friday,18-30,Male,Public,Market areas,Grass medians,Crossing,Dry,Night,Normal,3,1,Female,Overspeed,Serious Injury
Saturday,Under 18,Male,Lorry,Office areas,Speed breaker,No junction,Dry,Daylight,Raining,1,1,Male,No distancing,Serious Injury
Monday,Over 51,Male,Public,Highways,Concrete barriers,Y Shape,Moist,Daylight,Normal,1,1,Female,Moving Backward,Serious Injury
Wednesday,Over 51,Male,Lorry,Highways,Concrete barriers,Crossing,Dry,Daylight,Normal,3,1,Male,Overloading,Serious Injury
Wednesday,18-30,Male,Lorry,Residential areas,Double carriageway ,Crossing,Dry,Daylight,Normal,3,1,Male,Overspeed,Serious Injury
Wednesday,Under 18,Male,Lorry,Residential areas,Concrete barriers,Crossing,Dry,Daylight,Raining,3,1,Male,Overtaking,Serious Injury
Saturday,Under 18,Female,Public,Residential areas,Double carriageway ,No junction,Dry,Night,Raining,1,1,Male,No distancing,Serious Injury
Thursday,Under 18,Male,Public,Residential areas,Concrete barriers,No junction,Flood,Daylight,Raining,2,1,Male,Overloading,Serious Injury
Thursday,31-50,Male,Train,Highways,Double carriageway ,No junction,Flood,Daylight,Raining,2,1,Female,Drunk driving,Serious Injury
Tuesday,18-30,Male,Lorry,Highways,Concrete barriers,Y Shape,Flood,Daylight,Raining,2,1,Male,No distancing,Serious Injury
Tuesday,31-50,Male,E-Bike,Residential areas,Concrete barriers,Y Shape,Flood,Daylight,Raining,2,1,Male,Drunk driving,Serious Injury
Friday,Under 18,Male,Taxi,Highways,Speed breaker,No junction,Flood,Night,Normal,3,1,Male,No distancing,Serious Injury
Friday,Under 18,Female,E-Bike,Highways,Grass medians,No junction,Flood,Night,Normal,3,1,Female,Overloading,Serious Injury
Friday,Under 18,Female,Public,Highways,Grass medians,No junction,Flood,Night,Normal,3,1,Female,Overspeed,Serious Injury
Friday,Under 18,Female,Public,Office areas,Grass medians,No junction,Dry,Night,Normal,3,1,Male,Overloading,Serious Injury
Monday,18-30,Male,Train,Office areas,Concrete barriers,Y Shape,Moist,Daylight,Raining,3,1,Female,Overtaking,Serious Injury
Monday,Over 51,Male,Cycle,Residential areas,Grass medians,Y Shape,Moist,Daylight,Raining,3,1,Male,No distancing,Serious Injury
Monday,18-30,Male,Lorry,Highways,Concrete barriers,Y Shape,Moist,Daylight,Raining,3,1,Male,Overspeed,Serious Injury
Tuesday,Under 18,Male,Train,Industrial areas,Grass medians,No junction,Dry,Night,Normal,1,2,Female,Overspeed,Serious Injury
Tuesday,Under 18,Male,Lorry,Office areas,Concrete barriers,No junction,Dry,Night,Normal,1,2,Male,No distancing,Serious Injury
Saturday,18-30,Male,Public,Industrial areas,Concrete barriers,Y Shape,Dry,Daylight,Normal,2,1,Female,Overspeed,Serious Injury
Saturday,31-50,Male,Lorry,Residential areas,Concrete barriers,Y Shape,Dry,Daylight,Raining,2,1,Male,Overspeed,Serious Injury
Wednesday,Under 18,Male,Aeroplane,Residential areas,Grass medians,Y Shape,Dry,Daylight,Raining,1,1,Female,Moving Backward,Serious Injury
Friday,Under 18,Female,Train,Highways,Grass medians,No junction,Dry,Night,Raining,2,2,Male,Overtaking,Serious Injury
Friday,18-30,Male,E-Bike,Residential areas,Grass medians,No junction,Dry,Night,Raining,2,2,Male,Overspeed,Serious Injury
Friday,18-30,Male,Public,Highways,Speed breaker,No junction,Dry,Night,Raining,2,2,Female,Overspeed,Serious Injury
Sunday,Under 18,Female,Aeroplane,Highways,Grass medians,No junction,Dry,Daylight,Raining,2,1,Female,Overtaking,Serious Injury
Sunday,31-50,Male,Lorry,Highways,One way,No junction,Dry,Daylight,Raining,2,1,Female,Overspeed,Serious Injury
Wednesday,31-50,Male,E-Bike,Highways,One way,Y Shape,Dry,Night,Raining,3,1,Female,No distancing,Serious Injury
Wednesday,Under 18,Male,Public,Highways,One way,Y Shape,Dry,Night,Raining,3,1,Male,Moving Backward,Serious Injury
Wednesday,31-50,Male,Cycle,Highways,One way,Y Shape,Dry,Night,Raining,3,1,Female,Overloading,Serious Injury
Monday,18-30,Male,E-Bike,Highways,Concrete barriers,Y Shape,Moist,Night,Normal,2,1,Male,No distancing,Serious Injury
Monday,31-50,Male,Taxi,Highways,Grass medians,Y Shape,Moist,Night,Normal,2,1,Female,Overtaking,Serious Injury
Sunday,Under 18,Female,Public,Highways,Grass medians,Y Shape,Moist,Daylight,Raining,2,1,Female,No distancing,Serious Injury
Sunday,Under 18,Female,Lorry,Market areas,Speed breaker,Y Shape,Moist,Daylight,Raining,2,1,Female,Overtaking,Serious Injury
Monday,Under 18,Female,Lorry,Residential areas,Grass medians,Y Shape,Moist,Night,Raining,3,1,Male,Drunk driving,Serious Injury
Monday,31-50,Male,Lorry,Highways,Concrete barriers,Y Shape,Moist,Night,Raining,3,1,Female,No distancing,Serious Injury
Monday,18-30,Male,Public,Office areas,Grass medians,Y Shape,Moist,Night,Raining,3,1,Male,No distancing,Serious Injury
Tuesday,18-30,Male,Lorry,Residential areas,Grass medians,Y Shape,Dry,Daylight,Normal,1,1,Male,Overloading,Serious Injury
Friday,18-30,Male,Lorry,Highways,One way,Y Shape,Dry,Night,Normal,1,1,Male,Overtaking,Serious Injury
Saturday,18-30,Male,Aeroplane,Residential areas,Concrete barriers,No junction,Dry,Daylight,Normal,1,1,Female,Moving Backward,Serious Injury
Friday,Over 51,Male,Lorry,Residential areas,Grass medians,No junction,Dry,Daylight,Normal,1,1,Male,No distancing,Serious Injury
Friday,18-30,Male,Taxi,Residential areas,Concrete barriers,No junction,Dry,Night,Normal,1,1,Female,No distancing,Slight Injury
Thursday,Under 18,Male,E-Bike,Highways,Speed breaker,Y Shape,Moist,Night,Normal,3,1,Male,Overspeed,Fatal injury
Thursday,Under 18,Female,Lorry,Highways,Grass medians,Y Shape,Moist,Night,Normal,3,1,Male,Moving Backward,Fatal injury
Thursday,18-30,Male,Taxi,Highways,One way,Y Shape,Moist,Night,Normal,3,1,Female,No distancing,Fatal injury
Sunday,18-30,Male,Public,Market areas,Grass medians,Crossing,Moist,Daylight,Raining,2,1,Female,Overloading,Slight Injury
Sunday,31-50,Male,Train,Residential areas,Grass medians,Crossing,Moist,Daylight,Raining,2,1,Female,Overspeed,Slight Injury
Saturday,18-30,Male,E-Bike,Residential areas,One way,No junction,Dry,Foggy,Normal,1,1,Female,Drunk driving,Slight Injury
Friday,Under 18,Female,Public,Residential areas,Grass medians,Y Shape,Dry,Night,Normal,1,1,Female,Overloading,Slight Injury
Monday,18-30,Male,E-Bike,Highways,Concrete barriers,Y Shape,Snow,Daylight,Cloudy,2,1,Male,Overspeed,Serious Injury
Monday,31-50,Male,E-Bike,Office areas,Concrete barriers,Y Shape,Snow,Daylight,Cloudy,2,1,Female,Overloading,Serious Injury
Sunday,18-30,Male,E-Bike,Highways,Speed breaker,Y Shape,Snow,Night,Normal,2,1,Male,Overspeed,Serious Injury
Sunday,18-30,Male,Lorry,Office areas,Double carriageway ,Y Shape,Snow,Night,Normal,2,1,Male,Overloading,Serious Injury
Monday,Under 18,Female,E-Bike,Residential areas,Concrete barriers,Y Shape,Snow,Daylight,Cloudy,1,1,Female,Drunk driving,Slight Injury
Friday,Under 18,Male,E-Bike,Office areas,Double carriageway ,No junction,Snow,Daylight,Cloudy,2,1,Male,Overspeed,Slight Injury
Friday,31-50,Male,Public,Office areas,Double carriageway ,No junction,Snow,Daylight,Cloudy,2,1,Male,Drunk driving,Slight Injury
Wednesday,31-50,Male,Taxi,Highways,Double carriageway ,No junction,Snow,Daylight,Normal,2,1,Female,No distancing,Slight Injury
Wednesday,18-30,Male,E-Bike,Office areas,Concrete barriers,No junction,Snow,Daylight,Normal,2,1,Female,No distancing,Serious Injury
Friday,Under 18,Male,Public,Office areas,Concrete barriers,Crossing,Snow,Night,Normal,3,2,Male,Overspeed,Serious Injury
Friday,Under 18,Male,Train,Office areas,One way,Crossing,Snow,Night,Normal,3,2,Male,Overspeed,Serious Injury
Friday,Under 18,Male,Train,Highways,Grass medians,Crossing,Snow,Night,Normal,3,2,Female,Moving Backward,Serious Injury
Friday,18-30,Male,E-Bike,Residential areas,Concrete barriers,Crossing,Snow,Night,Normal,3,2,Male,No distancing,Serious Injury
Friday,Under 18,Female,Lorry,Residential areas,Concrete barriers,No junction,Snow,Daylight,Normal,2,1,Male,Overloading,Serious Injury
Friday,Under 18,Male,E-Bike,Highways,Concrete barriers,No junction,Snow,Daylight,Normal,2,1,Female,Overtaking,Serious Injury
Thursday,Under 18,Male,Public,Highways,Concrete barriers,No junction,Snow,Daylight,Normal,2,1,Female,No distancing,Serious Injury
Thursday,18-30,Male,E-Bike,Residential areas,Concrete barriers,No junction,Dry,Daylight,Normal,2,1,Male,Overtaking,Serious Injury
Saturday,Under 18,Female,E-Bike,Highways,Grass medians,Y Shape,Moist,Night,Raining,2,1,Female,Moving Backward,Serious Injury
Saturday,18-30,Male,Lorry,Residential areas,Grass medians,Y Shape,Moist,Night,Raining,2,1,Female,No distancing,Serious Injury
Friday,18-30,Male,E-Bike,Residential areas,Concrete barriers,Y Shape,Moist,Daylight,Normal,2,1,Male,No distancing,Serious Injury
Friday,Under 18,Male,Aeroplane,Highways,Concrete barriers,Y Shape,Moist,Daylight,Normal,2,1,Male,Overspeed,Serious Injury
Wednesday,Over 51,Male,Cycle,Highways,Concrete barriers,No junction,Dry,Foggy,Normal,2,1,Male,Overspeed,Serious Injury
Wednesday,31-50,Male,E-Bike,Highways,Grass medians,No junction,Dry,Foggy,Normal,2,1,Female,Overtaking,Serious Injury
Tuesday,Over 51,Male,E-Bike,Highways,Double carriageway ,Y Shape,Dry,Foggy,Normal,1,1,Male,No distancing,Serious Injury
Monday,31-50,Male,E-Bike,Residential areas,Concrete barriers,Y Shape,Dry,Foggy,Normal,3,3,Female,Drunk driving,Serious Injury
Monday,18-30,Male,Public,Industrial areas,Grass medians,Y Shape,Dry,Foggy,Normal,3,3,Male,Overtaking,Serious Injury
Monday,18-30,Male,Cycle,Highways,Speed breaker,Y Shape,Dry,Foggy,Normal,3,3,Male,Overloading,Serious Injury
Monday,18-30,Male,E-Bike,Office areas,Grass medians,Y Shape,Dry,Foggy,Normal,3,3,Female,Drunk driving,Serious Injury
Monday,31-50,Male,E-Bike,Highways,Grass medians,Y Shape,Dry,Foggy,Normal,3,3,Male,Drunk driving,Serious Injury
Wednesday,Under 18,Male,Aeroplane,Office areas,Grass medians,Crossing,Dry,Foggy,Normal,1,1,Female,Overtaking,Serious Injury
Sunday,31-50,Male,Train,Office areas,One way,No junction,Dry,Foggy,Cloudy,1,1,Male,Overloading,Serious Injury
Friday,Under 18,Male,Lorry,Office areas,Grass medians,Crossing,Dry,Foggy,Normal,1,1,Female,Overloading,Serious Injury
Monday,Under 18,Male,Taxi,Highways,Grass medians,No junction,Dry,Foggy,Normal,2,1,Male,Moving Backward,Serious Injury
Monday,18-30,Male,Aeroplane,Highways,Double carriageway ,No junction,Dry,Foggy,Normal,2,1,Female,Moving Backward,Serious Injury
Friday,Under 18,Male,Public,Office areas,One way,No junction,Dry,Foggy,Cloudy,2,1,Male,Overtaking,Serious Injury
Friday,Under 18,Female,E-Bike,Residential areas,Speed breaker,No junction,Dry,Foggy,Cloudy,2,1,Female,Moving Backward,Serious Injury
Monday,Under 18,Male,E-Bike,Industrial areas,Grass medians,Y Shape,Moist,Foggy,Cloudy,1,1,Male,No distancing,Serious Injury
Monday,18-30,Male,Public,Highways,Speed breaker,No junction,Dry,Foggy,Normal,1,1,Male,Moving Backward,Serious Injury
Sunday,18-30,Male,Lorry,Residential areas,Speed breaker,No junction,Flood,Foggy,Normal,1,2,Female,Overloading,Serious Injury
Sunday,18-30,Male,Lorry,Highways,Speed breaker,No junction,Flood,Foggy,Normal,1,2,Male,Overtaking,Serious Injury
Friday,Under 18,Male,Train,Highways,Speed breaker,Crossing,Flood,Night,Cloudy,2,3,Male,Overspeed,Serious Injury
Friday,18-30,Male,Aeroplane,Highways,One way,Crossing,Flood,Night,Cloudy,2,3,Male,No distancing,Serious Injury
Friday,18-30,Male,Lorry,Highways,Concrete barriers,Crossing,Flood,Night,Cloudy,2,3,Female,Overspeed,Serious Injury
Wednesday,Under 18,Male,Train,Highways,Speed breaker,No junction,Flood,Daylight,Normal,3,2,Male,Drunk driving,Serious Injury
Wednesday,31-50,Male,E-Bike,Market areas,Grass medians,No junction,Flood,Daylight,Normal,3,2,Male,Overloading,Serious Injury
Wednesday,31-50,Male,Aeroplane,Office areas,Concrete barriers,No junction,Flood,Daylight,Normal,3,2,Female,No distancing,Serious Injury
Wednesday,Over 51,Female,Aeroplane,Office areas,Concrete barriers,No junction,Flood,Daylight,Normal,3,2,Male,No distancing,Serious Injury
Saturday,18-30,Male,Taxi,Office areas,Concrete barriers,Y Shape,Flood,Daylight,Cloudy,1,1,Female,Overtaking,Serious Injury
Sunday,31-50,Male,E-Bike,Market areas,Concrete barriers,No junction,Flood,Daylight,Cloudy,2,1,Male,Overloading,Serious Injury
Sunday,Under 18,Female,Train,Market areas,Grass medians,No junction,Flood,Daylight,Cloudy,2,1,Female,Overloading,Serious Injury
Tuesday,Over 51,Male,Train,Office areas,Concrete barriers,Crossing,Flood,Daylight,Normal,1,1,Female,Drunk driving,Serious Injury
Wednesday,31-50,Male,Lorry,Office areas,Concrete barriers,Crossing,Flood,Daylight,Normal,2,1,Male,Moving Backward,Serious Injury
Wednesday,31-50,Male,Lorry,Market areas,Concrete barriers,Crossing,Flood,Daylight,Raining,2,1,Female,Overtaking,Serious Injury
Friday,Over 51,Male,Train,Highways,Concrete barriers,Y Shape,Flood,Daylight,Raining,2,1,Female,Overspeed,Serious Injury
